query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_000164695.2	GCF_001061305.1	lcl|NC_014643.1_rrna_20	lcl|NZ_JVXR01000064.1_rrna_13	100.0	96.661	731	835
GCF_000164695.2	GCF_001061305.1	lcl|NC_014643.1_rrna_20	lcl|NZ_JVXR01000066.1_rrna_17	100.0	96.661	731	835
GCF_000164695.2	GCF_001061305.1	lcl|NC_014643.1_rrna_20	lcl|NZ_JVXR01000083.1_rrna_28	100.0	96.661	731	835
GCF_000164695.2	GCF_001062425.1	lcl|NC_014643.1_rrna_20	lcl|NZ_JVXS01000114.1_rrna_24	100.0	96.6095	726	835
GCF_000164695.2	GCF_001064485.1	lcl|NC_014643.1_rrna_20	lcl|NZ_JVLW01000035.1_rrna_39	100.0	96.5221	755	835
GCF_000164695.2	GCF_002276695.1	lcl|NC_014643.1_rrna_20	lcl|NZ_NCWU01000023.1_rrna_20	100.0	96.5876	754	835
GCF_000164695.2	GCF_012641675.1	lcl|NC_014643.1_rrna_20	lcl|NZ_VRUP01000023.1_rrna_30	100.0	96.7286	768	835
GCF_000164695.2	GCF_013267735.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP054018.1_rrna_7	100.0	96.6343	777	835
GCF_000164695.2	GCF_013267735.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP054018.1_rrna_16	100.0	96.6343	777	835
GCF_000164695.2	GCF_013267735.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP054018.1_rrna_60	100.0	96.6343	777	835
GCF_000164695.2	GCF_019297775.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP079201.1_rrna_5	100.0	96.5011	772	835
GCF_000164695.2	GCF_019297775.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP079201.1_rrna_14	100.0	96.5011	772	835
GCF_000164695.2	GCF_019297775.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CP079201.1_rrna_58	100.0	96.5011	772	835
GCF_000164695.2	GCF_900455895.1	lcl|NC_014643.1_rrna_20	lcl|NZ_UGVM01000001.1_rrna_5	100.0	99.9912	820	835
GCF_000164695.2	GCF_900455895.1	lcl|NC_014643.1_rrna_20	lcl|NZ_UGVM01000001.1_rrna_14	100.0	99.9912	820	835
GCF_000164695.2	GCF_900455895.1	lcl|NC_014643.1_rrna_20	lcl|NZ_UGVM01000001.1_rrna_58	100.0	99.9912	820	835
GCF_000164695.2	GCF_901875315.1	lcl|NC_014643.1_rrna_20	lcl|NZ_CABFMC010000001.1_rrna_2	100.0	96.7715	767	835
GCF_000164695.2	GCF_000143585.1	lcl|NC_014643.1_rrna_20	lcl|NZ_GL379577.1_rrna_61	100.0	96.5839	774	835
GCF_000164695.2	GCF_001808385.1	lcl|NC_014643.1_rrna_20	lcl|NZ_KV793069.1_rrna_35	100.0	96.3942	750	835
GCF_000164695.2	GCF_001809115.1	lcl|NC_014643.1_rrna_20	lcl|NZ_KV795721.1_rrna_1	100.0	98.2596	792	835
GCF_000164695.2	GCF_001809415.1	lcl|NC_014643.1_rrna_20	lcl|NZ_KV797607.1_rrna_4	100.0	96.4922	734	835
GCF_000164695.2	GCF_001811455.1	lcl|NC_014643.1_rrna_20	lcl|NZ_KV804807.1_rrna_17	100.0	96.5224	752	835
