query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_013009555.1	GCF_002160605.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_NFKX01000012.1_rrna_21	100.0	98.9647	1516	1875
GCF_013009555.1	GCF_002161715.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_NFIK01000065.1_rrna_68	100.0	99.0208	1482	1875
GCF_013009555.1	GCF_003458145.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_QRTN01000002.1_rrna_20	100.0	99.089	1513	1875
GCF_013009555.1	GCF_003463345.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_QSCE01000015.1_rrna_24	100.0	98.8548	1524	1875
GCF_013009555.1	GCF_003466465.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_QSPO01000003.1_rrna_56	100.0	98.9915	1517	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_12	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_17	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_37	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_47	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_54	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_67	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_004347595.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_SLTV01000001.1_rrna_72	100.0	99.0907	1553	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_8	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_18	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_37	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_42	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_52	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_94	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_006148905.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VBUO01000001.1_rrna_99	100.0	99.0814	1510	1875
GCF_013009555.1	GCF_008571705.1	lcl|NZ_CP046176.1_rrna_5	lcl|NZ_VVZW01000007.1_rrna_61	100.0	98.9803	1514	1875
