query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_900537995.1	GCF_001406435.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CYXZ01000084.1_rrna_72	99.93	98.4615	1162	1497
GCF_900537995.1	GCF_003471045.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRID01000024.1_rrna_39	99.93	98.2342	1155	1497
GCF_900537995.1	GCF_003474885.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRPI01000065.1_rrna_58	99.93	98.3443	1170	1497
GCF_900537995.1	GCF_009718345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_WNAJ01000071.1_rrna_68	99.93	98.3862	1166	1497
GCF_900537995.1	GCF_902362885.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CABIYH010000084.1_rrna_72	99.93	98.4446	1163	1497
GCF_900537995.1	GCF_000210655.1	lcl|NZ_LR027880.1_rrna_2	lcl|NC_021012.1_rrna_55	99.93	98.2666	1201	1497
GCF_900537995.1	GCF_015555785.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNLD010000133.1_rrna_13	99.93	98.4404	1159	1497
GCF_900537995.1	GCF_015554785.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNJF010000075.1_rrna_65	99.87	98.5759	1139	1497
GCF_900537995.1	GCF_003475515.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRQN01000031.1_rrna_39	99.74	98.2764	1120	1497
GCF_900537995.1	GCF_013300445.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JAAILV010000105.1_rrna_1	99.67	98.3228	1111	1497
GCF_900537995.1	GCF_014287515.2	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CP092473.1_rrna_9	98.43	91.0407	1015	1497
GCF_900537995.1	GCF_014287515.2	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CP092473.1_rrna_16	98.43	91.0407	1015	1497
GCF_900537995.1	GCF_014287515.2	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CP092473.1_rrna_74	98.43	91.0407	1015	1497
GCF_900537995.1	GCF_014287515.2	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CP092473.1_rrna_87	98.43	91.0407	1015	1497
GCF_900537995.1	GCF_902387955.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_LR699011.1_rrna_67	98.11	81.6967	405	1497
GCF_900537995.1	GCF_000225345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NC_015977.1_rrna_67	98.11	81.6645	404	1497
GCF_900537995.1	GCF_018783985.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_WQNT01000075.1_rrna_1	98.04	81.0995	399	1497
GCF_900537995.1	GCF_902387955.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_LR699011.1_rrna_13	98.04	81.6967	405	1497
GCF_900537995.1	GCF_902387955.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_LR699011.1_rrna_34	98.04	81.6967	405	1497
GCF_900537995.1	GCF_000225345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NC_015977.1_rrna_13	98.04	81.6645	404	1497
GCF_900537995.1	GCF_000225345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NC_015977.1_rrna_34	98.04	81.6645	404	1497
GCF_900537995.1	GCF_902387955.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_LR699011.1_rrna_2	97.98	81.6967	405	1497
GCF_900537995.1	GCF_000225345.1	lcl|NZ_LR027880.1_rrna_2	lcl|NC_015977.1_rrna_2	97.98	81.6645	404	1497
GCF_900537995.1	GCF_014287515.2	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CP092473.1_rrna_34	97.98	91.0407	1015	1497
GCF_900537995.1	GCF_003458765.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QRVL01000004.1_rrna_38	97.91	80.173	376	1497
GCF_900537995.1	GCF_001405615.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CYXV01000011.1_rrna_35	97.52	83.1681	284	1497
GCF_900537995.1	GCF_001406815.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_CVRR01000056.1_rrna_51	97.46	81.5833	267	1497
GCF_900537995.1	GCF_015556245.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNLZ010000057.1_rrna_42	97.46	81.9802	261	1497
GCF_900537995.1	GCF_015558055.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNPM010000090.1_rrna_36	97.46	82.6695	284	1497
GCF_900537995.1	GCF_015667215.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADPDS010000060.1_rrna_52	97.46	82.3842	265	1497
GCF_900537995.1	GCF_020537425.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JAJBML010000081.1_rrna_61	97.39	82.0501	269	1497
GCF_900537995.1	GCF_003462365.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_QTYW01000044.1_rrna_42	97.39	82.65	270	1497
GCF_900537995.1	GCF_015550045.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADNAB010000053.1_rrna_35	97.26	81.6797	267	1497
GCF_900537995.1	GCF_020557615.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JAJCJO010000071.1_rrna_54	97.2	82.4571	269	1497
GCF_900537995.1	GCF_015559645.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADMQJ010000030.1_rrna_34	97.13	81.0239	250	1497
GCF_900537995.1	GCF_015549075.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_JADMYF010000047.1_rrna_42	97.07	82.7711	270	1497
GCF_900537995.1	GCF_001940165.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_MJHW01000015.1_rrna_90	96.74	79.4233	268	1497
GCF_900537995.1	GCF_001940165.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_MJHW01000006.1_rrna_23	96.67	79.4233	268	1497
GCF_900537995.1	GCF_001940165.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_MJHW01000007.1_rrna_37	96.61	79.4233	268	1497
GCF_900537995.1	GCF_001940165.1	lcl|NZ_LR027880.1_rrna_2	lcl|NZ_MJHW01000008.1_rrna_62	96.54	79.4233	268	1497
