query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_000012825.1	GCF_002959625.1	lcl|NC_009614.1_rrna_8	lcl|NZ_PUEN01000007.1_rrna_53	100.0	99.9945	1710	1721
GCF_000012825.1	GCF_002959625.1	lcl|NC_009614.1_rrna_8	lcl|NZ_PUEN01000007.1_rrna_63	100.0	99.9945	1710	1721
GCF_000012825.1	GCF_003436855.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSQV01000020.1_rrna_31	100.0	99.1603	1320	1721
GCF_000012825.1	GCF_003439275.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSVC01000019.1_rrna_30	100.0	98.9573	1310	1721
GCF_000012825.1	GCF_003439595.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSVY01000024.1_rrna_31	100.0	99.0346	1340	1721
GCF_000012825.1	GCF_003439605.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSWA01000025.1_rrna_33	100.0	99.0148	1330	1721
GCF_000012825.1	GCF_003459365.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QRVR01000021.1_rrna_31	100.0	98.8848	1289	1721
GCF_000012825.1	GCF_003465305.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QRZS01000002.1_rrna_29	100.0	98.7203	1333	1721
GCF_000012825.1	GCF_003467565.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSHD01000037.1_rrna_45	100.0	99.0198	1309	1721
GCF_000012825.1	GCF_003469035.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QSJX01000050.1_rrna_51	100.0	98.734	1296	1721
GCF_000012825.1	GCF_003470745.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QRHD01000053.1_rrna_65	100.0	98.7758	1307	1721
GCF_000012825.1	GCF_003472125.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QRKW01000005.1_rrna_64	100.0	98.8437	1334	1721
GCF_000012825.1	GCF_003474225.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QROB01000027.1_rrna_43	100.0	98.882	1353	1721
GCF_000012825.1	GCF_003475435.1	lcl|NC_009614.1_rrna_8	lcl|NZ_QRQI01000050.1_rrna_57	100.0	99.0035	1320	1721
GCF_000012825.1	GCF_005844725.1	lcl|NC_009614.1_rrna_8	lcl|NZ_SPHD01000074.1_rrna_58	100.0	98.7653	1288	1721
GCF_000012825.1	GCF_012976385.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JABDSC010000089.1_rrna_18	100.0	98.9909	1282	1721
GCF_000012825.1	GCF_012976765.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JABDSG010000119.1_rrna_28	100.0	98.7122	1278	1721
GCF_000012825.1	GCF_015547315.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADMUW010000113.1_rrna_4	100.0	99.0715	1349	1721
GCF_000012825.1	GCF_015551975.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADNDU010000074.1_rrna_73	100.0	98.9704	1318	1721
GCF_000012825.1	GCF_015555645.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADNKW010000099.1_rrna_76	100.0	99.2703	1344	1721
GCF_000012825.1	GCF_015556625.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADNMT010000074.1_rrna_58	100.0	98.7626	1288	1721
GCF_000012825.1	GCF_015557525.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADNOM010000063.1_rrna_64	100.0	98.8157	1303	1721
GCF_000012825.1	GCF_015559115.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADMPG010000096.1_rrna_72	100.0	99.0691	1317	1721
GCF_000012825.1	GCF_015559475.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JADMQA010000083.1_rrna_79	100.0	98.6624	1291	1721
GCF_000012825.1	GCF_016766915.1	lcl|NC_009614.1_rrna_8	lcl|NZ_CP068488.1_rrna_18	100.0	99.9888	1707	1721
GCF_000012825.1	GCF_019042075.1	lcl|NC_009614.1_rrna_8	lcl|NZ_JAHPYS010000074.1_rrna_68	100.0	98.7087	1277	1721
