query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_008728435.1	GCF_000008345.1	lcl|NZ_CP044255.1_rrna_11	lcl|NC_006085.1_rrna_33	100.0	99.13	812	831
GCF_008728435.1	GCF_002775735.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NJNM01000005.1_rrna_5	100.0	99.9396	819	831
GCF_008728435.1	GCF_001469615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012352.1_rrna_11	100.0	99.8258	826	831
GCF_008728435.1	GCF_000302515.1	lcl|NZ_CP044255.1_rrna_11	lcl|NC_018707.1_rrna_41	100.0	99.7762	825	831
GCF_008728435.1	GCF_005773975.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYB01000001.1_rrna_11	100.0	98.6636	789	831
GCF_008728435.1	GCF_003611765.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_RAYH01000005.1_rrna_25	100.0	99.7801	808	831
GCF_008728435.1	GCF_003426225.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NMRH01000001.1_rrna_8	100.0	99.1397	807	831
GCF_008728435.1	GCF_003030305.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP023676.1_rrna_41	100.0	99.9979	829	831
GCF_008728435.1	GCF_000302515.1	lcl|NZ_CP044255.1_rrna_11	lcl|NC_018707.1_rrna_33	100.0	99.7762	825	831
GCF_008728435.1	GCF_002572775.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MVCM01000009.1_rrna_52	100.0	99.9525	823	831
GCF_008728435.1	GCF_000144465.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_GL383624.1_rrna_3	100.0	97.2156	776	831
GCF_008728435.1	GCF_006739385.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_AP019723.1_rrna_33	100.0	99.9742	829	831
GCF_008728435.1	GCF_021010755.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCVX010000012.1_rrna_3	100.0	99.9721	816	831
GCF_008728435.1	GCF_001750545.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MAUW01000003.1_rrna_20	100.0	99.9469	817	831
GCF_008728435.1	GCF_021011155.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCWQ010000011.1_rrna_1	100.0	99.1035	806	831
GCF_008728435.1	GCF_005937785.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIO01000001.1_rrna_8	100.0	99.0997	804	831
GCF_008728435.1	GCF_001469615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012352.1_rrna_41	100.0	99.8258	826	831
GCF_008728435.1	GCF_001469615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012352.1_rrna_33	100.0	99.8258	826	831
GCF_008728435.1	GCF_001750555.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MAUY01000004.1_rrna_26	100.0	99.944	816	831
GCF_008728435.1	GCF_003390995.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP031442.1_rrna_52	100.0	99.1191	814	831
GCF_008728435.1	GCF_003426665.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NOWL01000005.1_rrna_45	100.0	99.547	819	831
GCF_008728435.1	GCF_018918985.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAGDNN010000014.1_rrna_18	100.0	99.07	804	831
GCF_008728435.1	GCF_021011215.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCWR010000011.1_rrna_20	100.0	99.0775	808	831
GCF_008728435.1	GCF_006739385.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_AP019723.1_rrna_41	100.0	99.9742	829	831
GCF_008728435.1	GCF_021010935.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCWF010000009.1_rrna_51	100.0	99.5469	817	831
GCF_008728435.1	GCF_003384625.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_PCNT01000001.1_rrna_8	100.0	99.0997	804	831
GCF_008728435.1	GCF_004136215.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP025935.1_rrna_41	100.0	99.1509	812	831
GCF_008728435.1	GCF_000342585.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_AOGR01000004.1_rrna_11	100.0	99.7029	813	831
GCF_008728435.1	GCF_005937755.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIL01000001.1_rrna_6	100.0	99.5506	818	831
GCF_008728435.1	GCF_003425775.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NMRI01000001.1_rrna_8	100.0	99.9567	822	831
GCF_008728435.1	GCF_006240735.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIY01000002.1_rrna_28	100.0	99.5626	817	831
GCF_008728435.1	GCF_021011135.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCWP010000005.1_rrna_43	100.0	97.1612	788	831
GCF_008728435.1	GCF_005774005.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYC01000004.1_rrna_48	100.0	98.7147	793	831
GCF_008728435.1	GCF_001469555.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012350.1_rrna_12	100.0	99.5378	824	831
GCF_008728435.1	GCF_003384225.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NXAT01000004.1_rrna_47	100.0	99.54	821	831
GCF_008728435.1	GCF_004136195.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP025934.1_rrna_41	100.0	99.9983	829	831
GCF_008728435.1	GCF_005774405.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYW01000001.1_rrna_8	100.0	99.9567	822	831
GCF_008728435.1	GCF_000144505.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_GL383662.1_rrna_24	100.0	99.9499	819	831
GCF_008728435.1	GCF_003384195.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_NXAS01000004.1_rrna_45	100.0	99.5378	821	831
GCF_008728435.1	GCF_000217615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NC_017535.1_rrna_41	100.0	99.1423	812	831
GCF_008728435.1	GCF_005774345.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYT01000004.1_rrna_41	100.0	99.964	820	831
GCF_008728435.1	GCF_000342585.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_AOGR01000015.1_rrna_41	100.0	99.7029	813	831
GCF_008728435.1	GCF_000472405.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_AWZZ01000008.1_rrna_51	100.0	99.997	817	831
GCF_008728435.1	GCF_005937455.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIM01000005.1_rrna_45	100.0	99.547	819	831
GCF_008728435.1	GCF_002572615.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_MVCE01000011.1_rrna_52	100.0	99.9494	818	831
GCF_008728435.1	GCF_005937275.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJHW01000001.1_rrna_11	100.0	98.6589	790	831
GCF_008728435.1	GCF_005774425.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYY01000001.1_rrna_3	100.0	99.9583	824	831
GCF_008728435.1	GCF_000213155.1	lcl|NZ_CP044255.1_rrna_11	lcl|NC_017534.1_rrna_41	100.0	99.9706	830	831
GCF_008728435.1	GCF_005773805.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBXS01000001.1_rrna_13	100.0	99.1192	804	831
GCF_008728435.1	GCF_001469655.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_CP012354.1_rrna_11	100.0	99.971	827	831
GCF_008728435.1	GCF_009737075.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_WOWJ01000010.1_rrna_1	100.0	99.0875	807	831
GCF_008728435.1	GCF_021010655.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCVT010000007.1_rrna_49	100.0	97.1626	789	831
GCF_008728435.1	GCF_002831735.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LKVF01000014.1_rrna_52	100.0	99.9492	816	831
GCF_008728435.1	GCF_005937445.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIN01000001.1_rrna_8	100.0	99.1117	803	831
GCF_008728435.1	GCF_001661025.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_LZCO01000014.1_rrna_17	100.0	99.9408	810	831
GCF_008728435.1	GCF_021010795.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_JAJCVZ010000012.1_rrna_3	100.0	99.9627	820	831
GCF_008728435.1	GCF_005774125.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_VBYL01000004.1_rrna_45	100.0	99.5378	821	831
GCF_008728435.1	GCF_005937345.1	lcl|NZ_CP044255.1_rrna_11	lcl|NZ_QJIF01000004.1_rrna_41	100.0	98.7134	795	831
