query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_000164675.2	GCF_900459355.1	lcl|NC_015678.1_rrna_1	lcl|NZ_UHFZ01000003.1_rrna_2	100.0	99.9954	712	717
GCF_000164675.2	GCF_900459355.1	lcl|NC_015678.1_rrna_1	lcl|NZ_UHFZ01000003.1_rrna_24	100.0	99.9954	712	717
GCF_000164675.2	GCF_900459355.1	lcl|NC_015678.1_rrna_1	lcl|NZ_UHFZ01000003.1_rrna_44	100.0	99.9954	712	717
GCF_000164675.2	GCF_900459355.1	lcl|NC_015678.1_rrna_1	lcl|NZ_UHFZ01000003.1_rrna_50	100.0	99.9954	712	717
GCF_000164675.2	GCF_902362475.1	lcl|NC_015678.1_rrna_1	lcl|NZ_CABIWQ010000003.1_rrna_28	100.0	99.9802	703	717
GCF_000164675.2	GCF_001074855.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JUPF01000176.1_rrna_23	99.94	96.7434	560	717
GCF_000164675.2	GCF_000963285.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JYPA01000006.1_rrna_22	99.87	96.6644	641	717
GCF_000164675.2	GCF_015669175.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADOZU010000036.1_rrna_21	99.87	96.801	625	717
GCF_000164675.2	GCF_020554805.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JAJCHZ010000070.1_rrna_33	99.87	96.503	603	717
GCF_000164675.2	GCF_020559015.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JAJCKX010000073.1_rrna_41	99.87	96.4445	588	717
GCF_000164675.2	GCF_902829395.1	lcl|NC_015678.1_rrna_1	lcl|NZ_CADEPZ010000031.1_rrna_64	99.87	93.414	13	717
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_2	99.87	96.6914	647	717
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_30	99.87	96.6914	647	717
GCF_000164675.2	GCF_015551785.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADNDJ010000061.1_rrna_44	99.87	96.5897	603	717
GCF_000164675.2	GCF_002860845.1	lcl|NC_015678.1_rrna_1	lcl|NZ_PKIC01000005.1_rrna_32	99.81	96.49	626	717
GCF_000164675.2	GCF_000260695.1	lcl|NC_015678.1_rrna_1	lcl|NZ_AJMV01000090.1_rrna_24	99.81	96.7104	551	717
GCF_000164675.2	GCF_000262145.1	lcl|NC_015678.1_rrna_1	lcl|NC_017905.1_rrna_24	99.81	96.6914	647	717
GCF_000164675.2	GCF_015550715.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JADNBF010000056.1_rrna_26	99.81	96.8009	605	717
GCF_000164675.2	GCF_001070915.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVKT01000028.1_rrna_10	99.74	96.6311	629	717
GCF_000164675.2	GCF_001070915.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVKT01000039.1_rrna_16	99.74	96.6311	629	717
GCF_000164675.2	GCF_001070915.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVKT01000048.1_rrna_29	99.74	96.6311	629	717
GCF_000164675.2	GCF_001070915.1	lcl|NC_015678.1_rrna_1	lcl|NZ_JVKT01000049.1_rrna_30	99.74	96.6311	629	717
GCF_000164675.2	GCF_001588805.1	lcl|NC_015678.1_rrna_1	lcl|NZ_LAWB01000049.1_rrna_28	99.74	96.8472	583	717
