query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_016117815.1	GCF_001405595.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_CZAO01000004.1_rrna_14	100.0	98.7337	1298	1576
GCF_016117815.1	GCF_001406095.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_CYYO01000004.1_rrna_34	100.0	98.9679	1330	1576
GCF_016117815.1	GCF_003463315.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_QSCC01000022.1_rrna_37	100.0	98.2209	1215	1576
GCF_016117815.1	GCF_003471545.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_QRJL01000005.1_rrna_56	100.0	98.1165	1234	1576
GCF_016117815.1	GCF_005844235.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_SPHH01000064.1_rrna_60	100.0	97.5482	1219	1576
GCF_016117815.1	GCF_009019315.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCWF01000019.1_rrna_22	100.0	99.7532	1405	1576
GCF_016117815.1	GCF_009019475.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCVY01000258.1_rrna_25	100.0	99.6101	1231	1576
GCF_016117815.1	GCF_009019545.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCVT01000176.1_rrna_16	100.0	99.6965	1370	1576
GCF_016117815.1	GCF_009019775.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCVI01000090.1_rrna_61	100.0	99.7744	1398	1576
GCF_016117815.1	GCF_009019785.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCVH01000025.1_rrna_29	100.0	99.7526	1401	1576
GCF_016117815.1	GCF_009019825.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCVF01000098.1_rrna_59	100.0	99.7435	1412	1576
GCF_016117815.1	GCF_009019945.1	lcl|NZ_CP065889.1_rrna_14	lcl|NZ_WCUZ01000015.1_rrna_13	100.0	99.6881	1420	1576
