query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085934.1_rrna_81	99.8	99.9366	1150	1159
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085932.1_rrna_9	99.61	99.9366	1150	1159
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085932.1_rrna_16	99.28	99.9366	1150	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042464.1_rrna_56	99.02	95.7178	871	1159
GCF_000157935.1	GCF_003438885.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QSUC01000036.1_rrna_43	98.96	95.8018	844	1159
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085932.1_rrna_41	98.96	99.9366	1150	1159
GCF_000157935.1	GCF_003457655.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QRSU01000061.1_rrna_54	98.89	95.7778	843	1159
GCF_000157935.1	GCF_021531415.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JADYTV010000087.1_rrna_57	98.89	97.6316	854	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042464.1_rrna_46	98.83	95.7178	871	1159
GCF_000157935.1	GCF_009494345.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCA01000044.1_rrna_38	98.76	96.2576	827	1159
GCF_000157935.1	GCF_009494365.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCC01000038.1_rrna_48	98.76	96.1379	842	1159
GCF_000157935.1	GCF_009494455.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBZ01000148.1_rrna_7	98.76	96.1052	789	1159
GCF_000157935.1	GCF_009495005.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAW01000018.1_rrna_34	98.76	96.1484	829	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042465.1_rrna_77	98.76	95.7178	871	1159
GCF_000157935.1	GCF_003437315.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QSSA01000019.1_rrna_15	98.69	95.784	835	1159
GCF_000157935.1	GCF_009493835.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDB01000012.1_rrna_18	98.69	96.2026	834	1159
GCF_000157935.1	GCF_009494485.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBX01000068.1_rrna_30	98.69	96.1762	829	1159
GCF_000157935.1	GCF_009495235.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAL01000046.1_rrna_3	98.69	96.1846	808	1159
GCF_000157935.1	GCF_009493995.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCV01000089.1_rrna_11	98.63	95.7627	838	1159
GCF_000157935.1	GCF_009494015.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCU01000066.1_rrna_3	98.63	95.8865	846	1159
GCF_000157935.1	GCF_003467935.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QSFW01000003.1_rrna_39	98.56	95.8638	845	1159
GCF_000157935.1	GCF_009493815.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDC01000050.1_rrna_21	98.56	96.1426	837	1159
GCF_000157935.1	GCF_009495095.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAR01000095.1_rrna_48	98.56	96.1544	824	1159
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085932.1_rrna_78	98.56	99.9366	1150	1159
GCF_000157935.1	GCF_009493805.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDF01000046.1_rrna_20	98.5	96.1991	834	1159
GCF_000157935.1	GCF_009494335.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCE01000038.1_rrna_5	98.5	96.2007	823	1159
GCF_000157935.1	GCF_009494595.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBQ01000088.1_rrna_34	98.5	96.1706	845	1159
GCF_000157935.1	GCF_009494985.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAX01000041.1_rrna_18	98.5	96.117	825	1159
GCF_000157935.1	GCF_009495075.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAS01000053.1_rrna_34	98.5	96.2323	855	1159
GCF_000157935.1	GCF_009495155.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAP01000099.1_rrna_15	98.5	96.3281	821	1159
GCF_000157935.1	GCF_019249795.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHRGD010000074.1_rrna_68	98.5	95.9182	843	1159
GCF_000157935.1	GCF_003465445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QSAQ01000005.1_rrna_60	98.43	95.8542	834	1159
GCF_000157935.1	GCF_003471085.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QRIF01000050.1_rrna_50	98.43	95.9095	832	1159
GCF_000157935.1	GCF_009494135.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCN01000063.1_rrna_55	98.43	95.7128	686	1159
GCF_000157935.1	GCF_009494655.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBP01000013.1_rrna_65	98.43	86.5839	669	1159
GCF_000157935.1	GCF_009495255.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAK01000031.1_rrna_57	98.43	96.1894	838	1159
GCF_000157935.1	GCF_019052335.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHQUS010000138.1_rrna_13	98.43	94.5501	823	1159
GCF_000157935.1	GCF_003471195.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QRIN01000067.1_rrna_58	98.43	95.9285	831	1159
GCF_000157935.1	GCF_009493705.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDH01000048.1_rrna_20	98.37	96.2442	831	1159
GCF_000157935.1	GCF_009493745.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDG01000060.1_rrna_15	98.37	96.1673	835	1159
GCF_000157935.1	GCF_009493795.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDE01000035.1_rrna_21	98.37	96.1888	828	1159
GCF_000157935.1	GCF_009493825.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDD01000010.1_rrna_26	98.37	96.1597	829	1159
GCF_000157935.1	GCF_009494605.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBR01000087.1_rrna_14	98.37	96.1742	829	1159
GCF_000157935.1	GCF_009494665.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBN01000072.1_rrna_14	98.37	96.183	828	1159
GCF_000157935.1	GCF_009495285.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAI01000032.1_rrna_26	98.37	96.1381	828	1159
GCF_000157935.1	GCF_009495315.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAG01000092.1_rrna_27	98.37	96.196	826	1159
GCF_000157935.1	GCF_009495385.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAE01000051.1_rrna_14	98.37	96.1546	831	1159
GCF_000157935.1	GCF_009495365.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAF01000012.1_rrna_12	98.3	96.1664	825	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042464.1_rrna_31	98.3	95.7178	871	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042464.1_rrna_63	98.3	95.7178	871	1159
GCF_000157935.1	GCF_003459205.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QRVA01000010.1_rrna_7	98.24	95.75	869	1159
GCF_000157935.1	GCF_009494375.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCD01000083.1_rrna_50	98.24	86.4564	661	1159
GCF_000157935.1	GCF_009494675.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBO01000011.1_rrna_19	98.24	96.2012	842	1159
GCF_000157935.1	GCF_009495335.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAH01000090.1_rrna_59	98.24	86.5122	661	1159
GCF_000157935.1	GCF_015074785.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP042464.1_rrna_72	98.24	95.7178	871	1159
GCF_000157935.1	GCF_020735445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CP085932.1_rrna_26	98.24	99.9366	1150	1159
GCF_000157935.1	GCF_009469585.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_SSXW01000056.1_rrna_64	98.24	85.9021	6	1159
GCF_000157935.1	GCF_009494435.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBY01000052.1_rrna_52	98.17	96.1966	843	1159
GCF_000157935.1	GCF_009494795.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBJ01000045.1_rrna_15	98.17	96.0598	843	1159
GCF_000157935.1	GCF_009469605.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_SSXU01000079.1_rrna_75	98.17	97.0447	1	1159
GCF_000157935.1	GCF_003471795.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QRKB01000010.1_rrna_8	98.11	96.0576	829	1159
GCF_000157935.1	GCF_009494235.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCJ01000092.1_rrna_28	98.11	96.1156	827	1159
GCF_000157935.1	GCF_009494955.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAZ01000007.1_rrna_61	98.11	96.2132	844	1159
GCF_000157935.1	GCF_009495035.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAV01000017.1_rrna_1	98.11	96.1978	817	1159
GCF_000157935.1	GCF_009495055.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAU01000074.1_rrna_2	98.11	96.3177	805	1159
GCF_000157935.1	GCF_016803265.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_WBJN01000103.1_rrna_10	98.11	95.693	849	1159
GCF_000157935.1	GCF_019249755.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHRGF010000081.1_rrna_71	98.11	87.2223	723	1159
GCF_000157935.1	GCF_009493905.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZDA01000057.1_rrna_17	98.04	96.2157	824	1159
GCF_000157935.1	GCF_009695805.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VUNF01000030.1_rrna_53	98.04	97.3695	885	1159
GCF_000157935.1	GCF_016803435.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_WBJL01000072.1_rrna_3	98.04	96.065	842	1159
GCF_000157935.1	GCF_009469595.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_SSXV01000083.1_rrna_62	98.04	82.0252	3	1159
GCF_000157935.1	GCF_009493895.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCW01000298.1_rrna_34	97.98	86.732	594	1159
GCF_000157935.1	GCF_009493945.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCY01000121.1_rrna_1	97.98	96.215	819	1159
GCF_000157935.1	GCF_009493955.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCZ01000092.1_rrna_14	97.98	96.1795	825	1159
GCF_000157935.1	GCF_019127135.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHOEA010000142.1_rrna_13	97.98	94.484	829	1159
GCF_000157935.1	GCF_003461825.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QTXV01000017.1_rrna_9	97.98	84.2151	539	1159
GCF_000157935.1	GCF_009494175.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCM01000127.1_rrna_18	97.85	96.0995	838	1159
GCF_000157935.1	GCF_009494445.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBW01000064.1_rrna_10	97.85	96.047	839	1159
GCF_000157935.1	GCF_019249725.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHRGG010000006.1_rrna_61	97.85	84.3684	587	1159
GCF_000157935.1	GCF_009494805.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZBG01000092.1_rrna_1	97.78	95.8424	850	1159
GCF_000157935.1	GCF_009495205.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAO01000212.1_rrna_40	97.78	95.9929	791	1159
GCF_000157935.1	GCF_009494195.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZCK01000038.1_rrna_42	97.72	96.0739	851	1159
GCF_000157935.1	GCF_902399905.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_CABOGV010000007.1_rrna_11	97.65	86.8501	678	1159
GCF_000157935.1	GCF_003436715.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_QSQJ01000007.1_rrna_62	97.65	86.8316	679	1159
GCF_000157935.1	GCF_019127485.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_JAHOER010000154.1_rrna_10	96.54	82.0231	456	1159
GCF_000157935.1	GCF_009495355.1	lcl|NZ_GG703855.1_rrna_41	lcl|NZ_VZAD01000010.1_rrna_48	96.34	82.1238	445	1159
