query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_003324185.1	GCF_009679855.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQA01000009.1_rrna_68	100.0	96.6713	825	976
GCF_003324185.1	GCF_009679865.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQB01000057.1_rrna_54	100.0	96.5936	837	976
GCF_003324185.1	GCF_009679895.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQD01000068.1_rrna_65	100.0	96.615	834	976
GCF_003324185.1	GCF_009679905.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQC01000009.1_rrna_67	100.0	96.632	828	976
GCF_003324185.1	GCF_009679915.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQE01000054.1_rrna_61	100.0	96.6133	827	976
GCF_003324185.1	GCF_009679955.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQG01000008.1_rrna_68	100.0	96.6324	832	976
GCF_003324185.1	GCF_009679995.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQI01000010.1_rrna_1	100.0	96.5825	827	976
GCF_003324185.1	GCF_009680005.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQH01000075.1_rrna_66	100.0	96.5971	827	976
GCF_003324185.1	GCF_009679335.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPA01000043.1_rrna_13	100.0	91.0073	62	976
GCF_003324185.1	GCF_002549935.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTV01000016.1_rrna_74	99.93	96.5085	842	976
GCF_003324185.1	GCF_003434015.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_QVEW01000001.1_rrna_1	99.93	96.4654	842	976
GCF_003324185.1	GCF_009679795.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPZ01000008.1_rrna_74	99.93	96.6174	831	976
GCF_003324185.1	GCF_009679965.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQF01000008.1_rrna_68	99.93	96.5447	839	976
GCF_003324185.1	GCF_019969455.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBW010000001.1_rrna_65	99.93	96.3701	816	976
GCF_003324185.1	GCF_019969455.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBW010000001.1_rrna_79	99.93	96.3701	816	976
GCF_003324185.1	GCF_019969455.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBW010000001.1_rrna_82	99.93	96.3701	816	976
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000022.1_rrna_77	99.93	96.6628	837	976
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483482.1_rrna_77	99.93	96.6447	839	976
GCF_003324185.1	GCF_003324115.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_PXUQ01000053.1_rrna_60	99.87	99.9857	964	976
GCF_003324185.1	GCF_018327745.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_BNEV01000084.1_rrna_64	99.87	96.3841	743	976
GCF_003324185.1	GCF_003287475.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_PRLF01000053.1_rrna_59	99.8	96.7188	798	976
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000014.1_rrna_68	99.8	96.6628	837	976
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000024.1_rrna_81	99.8	96.6628	837	976
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483490.1_rrna_68	99.8	96.6447	839	976
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483480.1_rrna_81	99.8	96.6447	839	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_83	99.74	96.5833	819	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_75	99.67	96.5833	819	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_80	99.67	96.5833	819	976
GCF_003324185.1	GCF_002550015.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTZ01000006.1_rrna_20	99.6	94.8572	747	976
GCF_003324185.1	GCF_019969455.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBW010000001.1_rrna_41	99.6	96.3701	816	976
GCF_003324185.1	GCF_019969405.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBY010000002.1_rrna_38	99.54	96.3254	834	976
GCF_003324185.1	GCF_019969415.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBZ010000002.1_rrna_38	99.54	96.2938	835	976
GCF_003324185.1	GCF_902373685.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CABKNH010000004.1_rrna_35	99.54	96.6628	837	976
GCF_003324185.1	GCF_000154385.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_DS483500.1_rrna_35	99.54	96.6447	839	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_42	99.47	96.5833	819	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_18	99.4	96.5833	819	976
GCF_003324185.1	GCF_009680085.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKQM01000092.1_rrna_72	99.4	96.3448	817	976
GCF_003324185.1	GCF_019969455.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBW010000001.1_rrna_24	99.4	96.3701	816	976
GCF_003324185.1	GCF_002549945.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_NMTW01000017.1_rrna_45	99.27	96.5863	829	976
GCF_003324185.1	GCF_003312465.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_CP030777.1_rrna_60	99.27	96.5833	819	976
GCF_003324185.1	GCF_009679755.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_WKPV01000006.1_rrna_62	99.27	96.6315	821	976
GCF_003324185.1	GCF_019969405.1	lcl|NZ_PXUP01000056.1_rrna_59	lcl|NZ_JAEKBY010000002.1_rrna_87	99.27	96.3254	834	976
