query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_9	100.0	99.506	609	630
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_19	100.0	99.506	609	630
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_43	100.0	99.506	609	630
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_65	100.0	99.506	609	630
GCF_020736045.1	GCF_001457655.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_LN831035.1_rrna_56	100.0	99.9999	629	630
GCF_020736045.1	GCF_003425585.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP031688.1_rrna_56	100.0	99.226	606	630
GCF_020736045.1	GCF_004802145.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_QWMR01000009.1_rrna_75	99.94	99.2513	604	630
GCF_020736045.1	GCF_019703425.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_AP018767.1_rrna_55	99.94	98.3853	588	630
GCF_020736045.1	GCF_900407405.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_UETZ01000018.1_rrna_60	99.94	99.5021	591	630
GCF_020736045.1	GCF_000931625.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP007472.1_rrna_65	99.81	98.7732	608	630
GCF_020736045.1	GCF_019703455.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_AP018768.1_rrna_55	99.81	98.7982	589	630
GCF_020736045.1	GCF_001184545.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_LFFU01000011.1_rrna_15	99.74	99.5437	595	630
GCF_020736045.1	GCF_003458065.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_QSWO01000018.1_rrna_64	99.74	99.6123	606	630
GCF_020736045.1	GCF_019703495.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_AP018769.1_rrna_57	99.74	98.2789	586	630
GCF_020736045.1	GCF_919946725.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_OV040584.1_rrna_55	99.68	98.9123	589	630
GCF_020736045.1	GCF_008586745.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP043770.1_rrna_44	99.61	96.7915	560	630
GCF_020736045.1	GCF_000197875.1	lcl|NZ_CP085952.1_rrna_8	lcl|NC_014920.1_rrna_81	99.61	96.8836	550	630
GCF_020736045.1	GCF_008586745.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP043770.1_rrna_65	99.55	96.7915	560	630
GCF_020736045.1	GCF_008586745.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP043770.1_rrna_74	99.55	96.7915	560	630
GCF_020736045.1	GCF_003425645.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP031682.1_rrna_18	99.55	97.107	578	630
GCF_020736045.1	GCF_000197875.1	lcl|NZ_CP085952.1_rrna_8	lcl|NC_014920.1_rrna_51	99.55	96.8836	550	630
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_31	99.48	99.506	609	630
GCF_020736045.1	GCF_000767075.1	lcl|NZ_CP085952.1_rrna_8	lcl|NZ_CP009610.1_rrna_56	99.48	99.506	609	630
