query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_000175615.1	GCF_001064265.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVNP01000013.1_rrna_56	99.87	96.31	695	737
GCF_000175615.1	GCF_002861015.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_PKIQ01000008.1_rrna_57	99.8	96.4057	706	737
GCF_000175615.1	GCF_901875305.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CABFLY010000004.1_rrna_29	99.8	88.1524	605	737
GCF_000175615.1	GCF_901875305.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CABFLY010000004.1_rrna_38	99.8	88.1524	605	737
GCF_000175615.1	GCF_001061665.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVSP01000014.1_rrna_41	99.74	89.0654	627	737
GCF_000175615.1	GCF_001061665.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVSP01000015.1_rrna_50	99.74	89.0654	627	737
GCF_000175615.1	GCF_001065485.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVBL01000150.1_rrna_32	99.74	89.1508	577	737
GCF_000175615.1	GCF_001813965.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV814467.1_rrna_1	99.74	88.9932	630	737
GCF_000175615.1	GCF_001060545.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVYQ01000020.1_rrna_33	99.67	96.0267	696	737
GCF_000175615.1	GCF_001065135.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVFS01000010.1_rrna_10	99.67	89.2407	614	737
GCF_000175615.1	GCF_001065135.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVFS01000011.1_rrna_16	99.67	89.2407	614	737
GCF_000175615.1	GCF_001808955.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV795237.1_rrna_3	99.67	94.9734	691	737
GCF_000175615.1	GCF_001809565.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV797954.1_rrna_1	99.67	89.1579	623	737
GCF_000175615.1	GCF_001063545.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVEI01000006.1_rrna_9	99.67	95.4491	682	737
GCF_000175615.1	GCF_001063545.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVEI01000017.1_rrna_30	99.67	95.4491	682	737
GCF_000175615.1	GCF_001063545.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVEI01000026.1_rrna_39	99.67	95.4491	682	737
GCF_000175615.1	GCF_002386365.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP023510.1_rrna_13	99.67	95.3284	703	737
GCF_000175615.1	GCF_001837265.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV831917.1_rrna_2	99.67	96.4293	708	737
GCF_000175615.1	GCF_001810775.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV802661.1_rrna_14	99.67	95.386	694	737
GCF_000175615.1	GCF_001812085.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV807666.1_rrna_3	99.67	96.5554	704	737
GCF_000175615.1	GCF_001812975.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV811053.1_rrna_18	99.67	96.5123	698	737
GCF_000175615.1	GCF_001067345.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JUSX01000234.1_rrna_36	99.61	95.2607	592	737
GCF_000175615.1	GCF_001067855.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JUOQ01000030.1_rrna_34	99.61	95.0856	674	737
GCF_000175615.1	GCF_001813565.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV812868.1_rrna_4	99.61	95.453	693	737
GCF_000175615.1	GCF_001064575.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVLL01000222.1_rrna_41	99.61	95.5	617	737
GCF_000175615.1	GCF_001064585.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVLK01000032.1_rrna_38	99.61	95.5101	663	737
GCF_000175615.1	GCF_002386365.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP023510.1_rrna_22	99.61	95.3284	703	737
GCF_000175615.1	GCF_002386365.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP023510.1_rrna_32	99.61	95.3284	703	737
GCF_000175615.1	GCF_000011025.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NC_013715.1_rrna_44	99.61	95.0768	700	737
GCF_000175615.1	GCF_000011025.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NC_013715.1_rrna_53	99.61	95.0768	700	737
GCF_000175615.1	GCF_000011025.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NC_013715.1_rrna_61	99.61	95.0768	700	737
GCF_000175615.1	GCF_001810135.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV800084.1_rrna_11	99.61	95.3224	681	737
GCF_000175615.1	GCF_001811075.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KZ627124.1_rrna_4	99.54	95.3382	683	737
GCF_000175615.1	GCF_001063995.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVPY01000004.1_rrna_24	99.54	95.52	708	737
GCF_000175615.1	GCF_001063995.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVPY01000012.1_rrna_52	99.54	95.52	708	737
GCF_000175615.1	GCF_001063995.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVPY01000012.1_rrna_61	99.54	95.52	708	737
GCF_000175615.1	GCF_015240415.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP061536.1_rrna_22	99.54	95.8698	708	737
GCF_000175615.1	GCF_019334805.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP079822.1_rrna_13	99.54	94.8896	696	737
GCF_000175615.1	GCF_019334805.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP079822.1_rrna_22	99.54	94.8896	696	737
GCF_000175615.1	GCF_019334805.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP079822.1_rrna_32	99.54	94.8896	696	737
GCF_000175615.1	GCF_001808945.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV795043.1_rrna_1	99.54	95.3674	692	737
GCF_000175615.1	GCF_001810515.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV801762.1_rrna_2	99.54	95.3975	692	737
GCF_000175615.1	GCF_001812895.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV810708.1_rrna_5	99.54	95.1897	682	737
GCF_000175615.1	GCF_000231235.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JH370354.1_rrna_62	99.48	96.075	707	737
GCF_000175615.1	GCF_001812205.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV808285.1_rrna_8	99.48	95.6035	697	737
GCF_000175615.1	GCF_001813685.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV813682.1_rrna_2	99.48	95.3282	681	737
GCF_000175615.1	GCF_001813725.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV813791.1_rrna_4	99.48	96.3036	695	737
GCF_000175615.1	GCF_001813895.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_KV814353.1_rrna_9	99.48	95.78	689	737
GCF_000175615.1	GCF_015240415.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_CP061536.1_rrna_4	99.48	95.8698	708	737
GCF_000175615.1	GCF_001061655.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVST01000026.1_rrna_34	99.41	95.5574	677	737
GCF_000175615.1	GCF_001061655.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVST01000034.1_rrna_39	99.41	95.5574	677	737
GCF_000175615.1	GCF_001061655.1	lcl|NZ_ACVO01000020.1_rrna_8	lcl|NZ_JVST01000038.1_rrna_59	99.41	95.5574	677	737
