query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_014131755.1	GCF_000159875.2	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JH636029.1_rrna_4	100.0	98.8094	1845	2101
GCF_014131755.1	GCF_001049535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CVOY01000011.1_rrna_19	100.0	97.9043	1673	2101
GCF_014131755.1	GCF_002959695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_PUEO01000011.1_rrna_4	100.0	99.9894	2100	2101
GCF_014131755.1	GCF_002959695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_PUEO01000014.1_rrna_21	100.0	99.9894	2100	2101
GCF_014131755.1	GCF_003464695.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QRZK01000041.1_rrna_49	100.0	98.0417	1686	2101
GCF_014131755.1	GCF_003469685.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QSLC01000031.1_rrna_58	100.0	98.1517	1679	2101
GCF_014131755.1	GCF_003474715.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_QROV01000011.1_rrna_11	100.0	97.9849	1657	2101
GCF_014131755.1	GCF_009025475.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_WCID01000070.1_rrna_72	100.0	98.8723	1836	2101
GCF_014131755.1	GCF_012151035.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_AP022660.1_rrna_79	100.0	97.7827	1618	2101
GCF_014131755.1	GCF_015548265.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADMWQ010000050.1_rrna_52	100.0	97.71	1586	2101
GCF_014131755.1	GCF_015554205.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNIB010000507.1_rrna_50	100.0	97.6866	1386	2101
GCF_014131755.1	GCF_015555485.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNKL010000076.1_rrna_66	100.0	98.814	1802	2101
GCF_014131755.1	GCF_015556535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JADNMN010000210.1_rrna_35	100.0	97.7672	1500	2101
GCF_014131755.1	GCF_016888545.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAFEKI010000006.1_rrna_46	100.0	99.9894	2097	2101
GCF_014131755.1	GCF_016888545.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAFEKI010000006.1_rrna_53	100.0	99.9894	2097	2101
GCF_014131755.1	GCF_016888545.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAFEKI010000001.1_rrna_70	100.0	99.9894	2097	2101
GCF_014131755.1	GCF_018291825.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CP072242.1_rrna_5	100.0	97.8534	1623	2101
GCF_014131755.1	GCF_018291825.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_CP072242.1_rrna_68	100.0	97.8534	1623	2101
GCF_014131755.1	GCF_019132815.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAHOOX010000099.1_rrna_75	100.0	98.7322	1777	2101
GCF_014131755.1	GCF_020179455.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAIHBE010000054.1_rrna_51	100.0	99.9557	2044	2101
GCF_014131755.1	GCF_020179495.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAIHBC010000052.1_rrna_51	100.0	99.9626	2044	2101
GCF_014131755.1	GCF_020179505.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAIHBD010000052.1_rrna_50	100.0	99.9546	2044	2101
GCF_014131755.1	GCF_020179535.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAIHBF010000053.1_rrna_50	100.0	99.9628	2042	2101
GCF_014131755.1	GCF_020313215.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAGURC010000105.1_rrna_4	100.0	98.0833	1445	2101
GCF_014131755.1	GCF_020313395.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAGWEU010000172.1_rrna_23	100.0	98.8109	1712	2101
GCF_014131755.1	GCF_020562585.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAJCPF010000092.1_rrna_66	100.0	98.7269	1781	2101
GCF_014131755.1	GCF_021409915.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAHYMI010000079.1_rrna_72	100.0	98.9105	1796	2101
GCF_014131755.1	GCF_021410605.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAHYNO010000060.1_rrna_66	100.0	98.0582	1696	2101
GCF_014131755.1	GCF_021411445.1	lcl|NZ_CP040530.1_rrna_7	lcl|NZ_JAHYPH010000055.1_rrna_64	100.0	98.0623	1710	2101
