query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_64	100.0	99.9986	709	710
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_1	100.0	99.9999	710	710
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_47	99.94	99.9986	709	710
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_18	99.94	99.9999	710	710
GCF_900186885.1	GCF_020559605.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_JAJCLM010000006.1_rrna_63	99.74	95.6698	644	710
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_52	99.62	99.9986	709	710
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_13	99.62	99.9999	710	710
GCF_900186885.1	GCF_016127175.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP065990.1_rrna_24	99.55	99.9986	709	710
GCF_900186885.1	GCF_000024945.1	lcl|NZ_LT906445.1_rrna_1	lcl|NC_013520.1_rrna_41	99.55	99.9999	710	710
GCF_900186885.1	GCF_902374055.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CABKOT010000006.1_rrna_5	99.49	95.6449	652	710
GCF_900186885.1	GCF_000163735.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_GG770219.1_rrna_5	99.49	95.6449	652	710
GCF_900186885.1	GCF_002005185.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP019721.1_rrna_31	99.42	95.7059	643	710
GCF_900186885.1	GCF_002005185.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CP019721.1_rrna_43	99.42	95.7059	643	710
GCF_900186885.1	GCF_901876955.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_CABFMP010000002.1_rrna_1	99.36	95.4503	642	710
GCF_900186885.1	GCF_900637515.1	lcl|NZ_LT906445.1_rrna_1	lcl|NZ_LR134375.1_rrna_36	99.36	86.9588	565	710
