query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_005221285.1	GCF_900453805.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_UGQV01000004.1_rrna_4	100.0	99.9932	737	743
GCF_005221285.1	GCF_900453805.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_UGQV01000004.1_rrna_60	100.0	99.9932	737	743
GCF_005221285.1	GCF_900453805.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_UGQV01000004.1_rrna_70	100.0	99.9932	737	743
GCF_005221285.1	GCF_900453805.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_UGQV01000004.1_rrna_11	99.87	99.9932	737	743
GCF_005221285.1	GCF_000173935.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_ACEN01000027.1_rrna_35	99.87	99.8924	669	743
GCF_005221285.1	GCF_001067315.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JUTD01000057.1_rrna_29	99.74	94.6555	612	743
GCF_005221285.1	GCF_001067315.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JUTD01000068.1_rrna_37	99.74	94.6555	612	743
GCF_005221285.1	GCF_001067315.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JUTD01000071.1_rrna_49	99.74	94.6555	612	743
GCF_005221285.1	GCF_003044385.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POWV01000021.1_rrna_63	99.74	94.1982	638	743
GCF_005221285.1	GCF_003044645.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXL01000016.1_rrna_57	99.74	94.1206	624	743
GCF_005221285.1	GCF_003044665.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXO01000021.1_rrna_61	99.74	94.3829	631	743
GCF_005221285.1	GCF_003044845.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXC01000017.1_rrna_63	99.74	94.2299	636	743
GCF_005221285.1	GCF_003044965.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXN01000014.1_rrna_61	99.74	94.3043	636	743
GCF_005221285.1	GCF_019334725.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079818.1_rrna_68	99.74	94.447	641	743
GCF_005221285.1	GCF_019334765.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079820.1_rrna_45	99.74	94.387	645	743
GCF_005221285.1	GCF_019334765.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079820.1_rrna_61	99.74	94.387	645	743
GCF_005221285.1	GCF_001809585.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV797987.1_rrna_13	99.74	94.3724	631	743
GCF_005221285.1	GCF_001815615.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV821237.1_rrna_7	99.74	94.3069	631	743
GCF_005221285.1	GCF_001618085.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_LAEK01000024.1_rrna_11	99.68	94.15	631	743
GCF_005221285.1	GCF_900654185.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CAACAD010000014.1_rrna_58	99.68	94.0862	624	743
GCF_005221285.1	GCF_001067535.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JURA01000035.1_rrna_18	99.68	94.0731	598	743
GCF_005221285.1	GCF_003044525.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXD01000010.1_rrna_58	99.68	94.031	635	743
GCF_005221285.1	GCF_019334725.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079818.1_rrna_8	99.68	94.447	641	743
GCF_005221285.1	GCF_019334725.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079818.1_rrna_18	99.68	94.447	641	743
GCF_005221285.1	GCF_019334725.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079818.1_rrna_29	99.68	94.447	641	743
GCF_005221285.1	GCF_019334765.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079820.1_rrna_24	99.68	94.387	645	743
GCF_005221285.1	GCF_019334765.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP079820.1_rrna_35	99.68	94.387	645	743
GCF_005221285.1	GCF_001837635.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV833355.1_rrna_13	99.68	94.3115	629	743
GCF_005221285.1	GCF_001837185.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV831645.1_rrna_5	99.68	94.2395	616	743
GCF_005221285.1	GCF_001815375.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV820390.1_rrna_17	99.68	93.9649	626	743
GCF_005221285.1	GCF_001815685.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV821572.1_rrna_5	99.68	94.6172	617	743
GCF_005221285.1	GCF_001618075.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_LAEJ01000032.1_rrna_16	99.61	94.0621	615	743
GCF_005221285.1	GCF_900654165.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CAABZZ010000011.1_rrna_61	99.61	93.9931	626	743
GCF_005221285.1	GCF_001060175.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JWEY01000083.1_rrna_31	99.61	93.966	625	743
GCF_005221285.1	GCF_001061795.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JWEX01000066.1_rrna_10	99.61	94.0057	627	743
GCF_005221285.1	GCF_001061795.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JWEX01000068.1_rrna_22	99.61	94.0057	627	743
GCF_005221285.1	GCF_001061795.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JWEX01000078.1_rrna_31	99.61	94.0057	627	743
GCF_005221285.1	GCF_001063405.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVHF01000016.1_rrna_10	99.61	94.0113	628	743
GCF_005221285.1	GCF_001063405.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVHF01000040.1_rrna_40	99.61	94.0113	628	743
GCF_005221285.1	GCF_001063405.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVHF01000047.1_rrna_53	99.61	94.0113	628	743
GCF_005221285.1	GCF_001063405.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVHF01000048.1_rrna_59	99.61	94.0113	628	743
GCF_005221285.1	GCF_001063405.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVHF01000049.1_rrna_65	99.61	94.0113	628	743
GCF_005221285.1	GCF_003044355.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POWU01000021.1_rrna_57	99.61	94.0841	635	743
GCF_005221285.1	GCF_003044585.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXK01000011.1_rrna_61	99.61	93.9675	629	743
GCF_005221285.1	GCF_003044925.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXM01000016.1_rrna_57	99.61	93.914	628	743
GCF_005221285.1	GCF_003044935.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXP01000007.1_rrna_61	99.61	94.0813	633	743
GCF_005221285.1	GCF_003351665.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP031251.1_rrna_7	99.61	94.07	628	743
GCF_005221285.1	GCF_003351665.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP031251.1_rrna_46	99.61	94.07	628	743
GCF_005221285.1	GCF_003351665.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP031251.1_rrna_63	99.61	94.07	628	743
GCF_005221285.1	GCF_003351665.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP031251.1_rrna_73	99.61	94.07	628	743
GCF_005221285.1	GCF_002847985.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_PKJP01000002.1_rrna_11	99.61	93.9265	629	743
GCF_005221285.1	GCF_002863305.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_PKJQ01000001.1_rrna_1	99.61	93.9002	625	743
GCF_005221285.1	GCF_000173955.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_ACEO02000016.1_rrna_10	99.61	93.9547	624	743
GCF_005221285.1	GCF_001809345.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV797425.1_rrna_8	99.61	93.9925	624	743
GCF_005221285.1	GCF_001810035.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV799666.1_rrna_13	99.61	94.0134	620	743
GCF_005221285.1	GCF_001810105.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV799926.1_rrna_12	99.61	94.4638	618	743
GCF_005221285.1	GCF_001811065.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV803505.1_rrna_1	99.61	93.9935	632	743
GCF_005221285.1	GCF_001811855.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV806714.1_rrna_13	99.61	94.0054	624	743
GCF_005221285.1	GCF_001811945.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV807229.1_rrna_5	99.61	93.9672	637	743
GCF_005221285.1	GCF_001812055.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV807511.1_rrna_1	99.61	93.9933	630	743
GCF_005221285.1	GCF_001812605.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV809501.1_rrna_14	99.61	94.2726	633	743
GCF_005221285.1	GCF_001812725.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV810179.1_rrna_5	99.61	94.0394	628	743
GCF_005221285.1	GCF_001812885.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV810770.1_rrna_2	99.61	94.0166	630	743
GCF_005221285.1	GCF_001814095.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV814786.1_rrna_11	99.61	93.9927	624	743
GCF_005221285.1	GCF_003045025.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POYB01000015.1_rrna_59	99.55	94.1617	645	743
GCF_005221285.1	GCF_001838135.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV835815.1_rrna_1	99.55	94.2342	627	743
GCF_005221285.1	GCF_001836315.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV828053.1_rrna_3	99.55	94.2839	625	743
GCF_005221285.1	GCF_001837365.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV832125.1_rrna_12	99.55	94.2033	623	743
GCF_005221285.1	GCF_001811365.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV804560.1_rrna_21	99.55	94.2493	625	743
GCF_005221285.1	GCF_014596395.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_MAYY01000026.1_rrna_28	99.55	93.1265	620	743
GCF_005221285.1	GCF_001618065.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_LAEI01000027.1_rrna_14	99.48	94.0309	621	743
GCF_005221285.1	GCF_013267835.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP053939.1_rrna_3	99.48	93.2713	634	743
GCF_005221285.1	GCF_013267835.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP053939.1_rrna_42	99.48	93.2713	634	743
GCF_005221285.1	GCF_013267835.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP053939.1_rrna_58	99.48	93.2713	634	743
GCF_005221285.1	GCF_013267835.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CP053939.1_rrna_68	99.48	93.2713	634	743
GCF_005221285.1	GCF_000186165.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_GL635793.1_rrna_36	99.48	93.3269	621	743
GCF_005221285.1	GCF_001837245.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV831868.1_rrna_16	99.48	94.0364	635	743
GCF_005221285.1	GCF_001836795.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV830550.1_rrna_12	99.48	94.1204	623	743
GCF_005221285.1	GCF_001810165.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV800110.1_rrna_1	99.48	93.2321	620	743
GCF_005221285.1	GCF_001061215.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JVYR01000078.1_rrna_24	99.42	93.4656	603	743
GCF_005221285.1	GCF_001066195.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JUTT01000108.1_rrna_27	99.42	93.309	592	743
GCF_005221285.1	GCF_003044505.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_POXB01000029.1_rrna_57	99.42	93.3085	621	743
GCF_005221285.1	GCF_901875325.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_CABFLZ010000021.1_rrna_30	99.42	93.1211	615	743
GCF_005221285.1	GCF_001808255.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV792666.1_rrna_14	99.42	94.242	637	743
GCF_005221285.1	GCF_001837375.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV832177.1_rrna_1	99.42	93.4567	625	743
GCF_005221285.1	GCF_001836705.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_KV830181.1_rrna_19	99.42	93.428	609	743
GCF_005221285.1	GCF_014596425.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_MAZA01000019.1_rrna_25	99.42	93.2677	613	743
GCF_005221285.1	GCF_000763635.1	lcl|NZ_CP039886.1_rrna_4	lcl|NZ_JQHF01000022.1_rrna_56	99.35	93.3179	623	743
