query_assembly	subject_assembly	query_seqid	subject_seqid	pctid	ani	fragments_aligned	fragments_total
GCF_004295125.1	GCF_016889005.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP069444.1_rrna_15	100.0	99.9958	1207	1219
GCF_004295125.1	GCF_016889005.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP069444.1_rrna_44	100.0	99.9958	1207	1219
GCF_004295125.1	GCF_016889005.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP069444.1_rrna_62	100.0	99.9958	1207	1219
GCF_004295125.1	GCF_009684695.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP045695.1_rrna_2	99.93	99.0838	953	1219
GCF_004295125.1	GCF_009684695.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP045695.1_rrna_14	99.93	99.0838	953	1219
GCF_004295125.1	GCF_009684695.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP045695.1_rrna_28	99.93	99.0838	953	1219
GCF_004295125.1	GCF_009684695.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP045695.1_rrna_58	99.93	99.0838	953	1219
GCF_004295125.1	GCF_009696415.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_VUMB01000098.1_rrna_60	99.93	99.0988	909	1219
GCF_004295125.1	GCF_016889005.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_CP069444.1_rrna_1	99.93	99.9958	1207	1219
GCF_004295125.1	GCF_017565985.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_JABFCG010000057.1_rrna_43	99.93	99.3121	945	1219
GCF_004295125.1	GCF_020892115.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_AP024846.1_rrna_2	99.93	99.3865	971	1219
GCF_004295125.1	GCF_020892115.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_AP024846.1_rrna_14	99.93	99.3865	971	1219
GCF_004295125.1	GCF_020892115.1	lcl|NZ_CP036170.1_rrna_17	lcl|NZ_AP024846.1_rrna_28	99.93	99.3865	971	1219
